#,City,District,Ward,address_code
6842,Tỉnh Phú Yên,Huyện Phú Hòa,Xã Hòa Quang Nam,R80008241
6843,Tỉnh Phú Yên,Huyện Phú Hòa,Xã Hòa Thắng,R80008242
6844,Tỉnh Phú Yên,Huyện Phú Hòa,Xã Hòa Trị,R80008243
6845,Tỉnh Phú Yên,Huyện Phú Hòa,Xã Hòa Định Tây,R80008246
6846,Tỉnh Phú Yên,Huyện Phú Hòa,Xã Hòa Định Đông,R80008245
6847,Tỉnh Phú Yên,Huyện Sông Hinh,Thị Trấn Hai Riêng,R80008228
6848,Tỉnh Phú Yên,Huyện Sông Hinh,Xã Ea Bar,R80008231
6849,Tỉnh Phú Yên,Huyện Sông Hinh,Xã Ea Bia,R80008238
6850,Tỉnh Phú Yên,Huyện Sông Hinh,Xã Ea Bá,R80008230
6851,Tỉnh Phú Yên,Huyện Sông Hinh,Xã Ea Ly,R80008233
6852,Tỉnh Phú Yên,Huyện Sông Hinh,Xã Ea Lâm,R80008232
6853,Tỉnh Phú Yên,Huyện Sông Hinh,Xã Ea Trol,R80008234
6854,Tỉnh Phú Yên,Huyện Sông Hinh,Xã Sông Hinh,R80008235
6855,Tỉnh Phú Yên,Huyện Sông Hinh,Xã Sơn Giang,R80008229
6856,Tỉnh Phú Yên,Huyện Sông Hinh,Xã Đức Bình Tây,R80008237
6857,Tỉnh Phú Yên,Huyện Sông Hinh,Xã Đức Bình Đông,R80008236
6858,Tỉnh Phú Yên,Huyện Sơn Hòa,Thị Trấn Củng Sơn,R80008331
6859,Tỉnh Phú Yên,Huyện Sơn Hòa,Xã Cà Lúi,R80008330
6860,Tỉnh Phú Yên,Huyện Sơn Hòa,Xã Ea Chà Rang,R80008326
6861,Tỉnh Phú Yên,Huyện Sơn Hòa,Xã Krông Pa,R80008327
6862,Tỉnh Phú Yên,Huyện Sơn Hòa,Xã Phước Tân,R80008335
6863,Tỉnh Phú Yên,Huyện Sơn Hòa,Xã Suối Bạc,R80008334
6864,Tỉnh Phú Yên,Huyện Sơn Hòa,Xã Suối Trai,R80008333
6865,Tỉnh Phú Yên,Huyện Sơn Hòa,Xã Sơn Hà,R80008337
6866,Tỉnh Phú Yên,Huyện Sơn Hòa,Xã Sơn Hội,R80008328
6867,Tỉnh Phú Yên,Huyện Sơn Hòa,Xã Sơn Long,R80008329
6868,Tỉnh Phú Yên,Huyện Sơn Hòa,Xã Sơn Nguyên,R80008338
6869,Tỉnh Phú Yên,Huyện Sơn Hòa,Xã Sơn Phước,R80008339
6870,Tỉnh Phú Yên,Huyện Sơn Hòa,Xã Sơn Xuân,R80008332
6871,Tỉnh Phú Yên,Huyện Sơn Hòa,Xã Sơn Định,R80008336
6872,Tỉnh Phú Yên,Huyện Tuy An,Thị Trấn Chí Thạnh,R80008293
6873,Tỉnh Phú Yên,Huyện Tuy An,Xã An Chấn,R80008288
6874,Tỉnh Phú Yên,Huyện Tuy An,Xã An Cư,R80008279
6875,Tỉnh Phú Yên,Huyện Tuy An,Xã An Dân,R80008289
6876,Tỉnh Phú Yên,Huyện Tuy An,Xã An Hiệp,R80008280
6877,Tỉnh Phú Yên,Huyện Tuy An,Xã An Hòa Hải,R80319250
6878,Tỉnh Phú Yên,Huyện Tuy An,Xã An Lĩnh,R80008284
6879,Tỉnh Phú Yên,Huyện Tuy An,Xã An Mỹ,R80008282
6880,Tỉnh Phú Yên,Huyện Tuy An,Xã An Nghiệp,R80008291
6881,Tỉnh Phú Yên,Huyện Tuy An,Xã An Ninh Tây,R80008285
6882,Tỉnh Phú Yên,Huyện Tuy An,Xã An Ninh Đông,R80008283
6883,Tỉnh Phú Yên,Huyện Tuy An,Xã An Thạch,R80008292
6884,Tỉnh Phú Yên,Huyện Tuy An,Xã An Thọ,R80008287
6885,Tỉnh Phú Yên,Huyện Tuy An,Xã An Xuân,R80314263
6886,Tỉnh Phú Yên,Huyện Tuy An,Xã An Định,R80008286
6887,Tỉnh Phú Yên,Huyện Tây Hòa,Thị Trấn Phú Thứ,R80008320
6888,Tỉnh Phú Yên,Huyện Tây Hòa,Xã Hòa Bình 1,R80008323
6889,Tỉnh Phú Yên,Huyện Tây Hòa,Xã Hòa Mỹ Tây,R80008324
6890,Tỉnh Phú Yên,Huyện Tây Hòa,Xã Hòa Mỹ Đông,R80008316
6891,Tỉnh Phú Yên,Huyện Tây Hòa,Xã Hòa Phong,R80008317
6892,Tỉnh Phú Yên,Huyện Tây Hòa,Xã Hòa Phú,R80008318
6893,Tỉnh Phú Yên,Huyện Tây Hòa,Xã Hòa Thịnh,R80008325
6894,Tỉnh Phú Yên,Huyện Tây Hòa,Xã Hòa Tân Tây,R80008319
6895,Tỉnh Phú Yên,Huyện Tây Hòa,Xã Hòa Đồng,R80008315
6896,Tỉnh Phú Yên,Huyện Tây Hòa,Xã Sơn Thành Tây,R80008322
6897,Tỉnh Phú Yên,Huyện Tây Hòa,Xã Sơn Thành Đông,R80008321
6898,Tỉnh Phú Yên,Huyện Đông Hòa,Thị Trấn Hòa Hiệp Trung,R80008306
6899,Tỉnh Phú Yên,Huyện Đông Hòa,Thị Trấn Hòa Vinh,R80008310
6900,Tỉnh Phú Yên,Huyện Đông Hòa,Xã Hòa Hiệp Bắc,R80008312
6901,Tỉnh Phú Yên,Huyện Đông Hòa,Xã Hòa Hiệp Nam,R80008313
6902,Tỉnh Phú Yên,Huyện Đông Hòa,Xã Hòa Thành,R80008309
6903,Tỉnh Phú Yên,Huyện Đông Hòa,Xã Hòa Tâm,R80008307
6904,Tỉnh Phú Yên,Huyện Đông Hòa,Xã Hòa Tân Đông,R80008308
6905,Tỉnh Phú Yên,Huyện Đông Hòa,Xã Hòa Xuân Nam,R80008314
6906,Tỉnh Phú Yên,Huyện Đông Hòa,Xã Hòa Xuân Tây,R80008305
6907,Tỉnh Phú Yên,Huyện Đông Hòa,Xã Hòa Xuân Đông,R80008311
6908,Tỉnh Phú Yên,Huyện Đồng Xuân,Thị Trấn La Hai,R80008295
6909,Tỉnh Phú Yên,Huyện Đồng Xuân,Xã Phú Mỡ,R80008299
6910,Tỉnh Phú Yên,Huyện Đồng Xuân,Xã Xuân Long,R80008301
6911,Tỉnh Phú Yên,Huyện Đồng Xuân,Xã Xuân Lãnh,R80008300
6912,Tỉnh Phú Yên,Huyện Đồng Xuân,Xã Xuân Phước,R80008296
6913,Tỉnh Phú Yên,Huyện Đồng Xuân,Xã Xuân Quang 1,R80008302
6914,Tỉnh Phú Yên,Huyện Đồng Xuân,Xã Xuân Quang 2,R80008297
6915,Tỉnh Phú Yên,Huyện Đồng Xuân,Xã Xuân Quang 3,R80008303
6916,Tỉnh Phú Yên,Huyện Đồng Xuân,Xã Xuân Sơn Bắc,R80008298
6917,Tỉnh Phú Yên,Huyện Đồng Xuân,Xã Xuân Sơn Nam,R80008304
6918,Tỉnh Phú Yên,Huyện Đồng Xuân,Xã Đa Lộc,R80008294
6919,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Phường 1,R80008256
6920,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Phường 2,R80008261
6921,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Phường 3,R80008264
6922,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Phường 4,R80008257
6923,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Phường 5,R80008253
6924,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Phường 6,R80008252
6925,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Phường 7,R80008254
6926,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Phường 8,R80008258
6927,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Phường 9,R80008248
6928,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Phường Phú Lâm,R80008251
6929,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Phường Phú Thạnh,R80008263
6930,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Phường Phú Đông,R80008262
6931,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Xã An Phú,R80008255
6932,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Xã Bình Kiến,R80008259
6933,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Xã Bình Ngọc,R80008249
6934,Tỉnh Phú Yên,Thành Phố Tuy Hòa,Xã Hòa Kiến,R80008250
6935,Tỉnh Phú Yên,Thị Xã Sông Cầu,Phường Xuân Phú,R80008268
6936,Tỉnh Phú Yên,Thị Xã Sông Cầu,Phường Xuân Thành,R80008278
6937,Tỉnh Phú Yên,Thị Xã Sông Cầu,Phường Xuân Yên,R80008271
6938,Tỉnh Phú Yên,Thị Xã Sông Cầu,Phường Xuân Đài,R80008269
6939,Tỉnh Phú Yên,Thị Xã Sông Cầu,Xã Xuân Bình,R80008272
6940,Tỉnh Phú Yên,Thị Xã Sông Cầu,Xã Xuân Cảnh,R80008273
6941,Tỉnh Phú Yên,Thị Xã Sông Cầu,Xã Xuân Hải,R80008270
6942,Tỉnh Phú Yên,Thị Xã Sông Cầu,Xã Xuân Lâm,R80008266
6943,Tỉnh Phú Yên,Thị Xã Sông Cầu,Xã Xuân Lộc,R80008267
6944,Tỉnh Phú Yên,Thị Xã Sông Cầu,Xã Xuân Phương,R80008277
6945,Tỉnh Phú Yên,Thị Xã Sông Cầu,Xã Xuân Thịnh,R80008274
6946,Tỉnh Phú Yên,Thị Xã Sông Cầu,Xã Xuân Thọ 1,R80008275
6947,Tỉnh Phú Yên,Thị Xã Sông Cầu,Xã Xuân Thọ 2,R80008265
6948,Tỉnh Quảng Bình,Huyện Bố Trạch,Thị Trấn Hoàn Lão,R80000337
6949,Tỉnh Quảng Bình,Huyện Bố Trạch,Thị Trấn Nông Trường Việt Trung,R80000327
6950,Tỉnh Quảng Bình,Huyện Bố Trạch,Thị Trấn Phong Nha,R80000352
6951,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Bắc Trạch,R80000347
6952,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Cự Nẫm,R80000331
6953,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Hoàn Trạch,R80000343
6954,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Hòa Trạch,R80000340
6955,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Hưng Trạch,R80000332
6956,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Hạ Trạch,R7039391
6957,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Hải Phú,RVN152
6958,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Hải Trạch,R80000335
6959,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Liên Trạch,R80000348
6960,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Lâm Trạch,R80000341
6961,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Lý Trạch,R80000338
6962,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Mỹ Trạch,R7039392
6963,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Nam Trạch,R80000326
6964,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Nhân Trạch,R80000349
6965,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Phú Trạch,R80000339
6966,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Phú Định,R80000328
6967,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Phúc Trạch,R80000350
6968,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Sơn Lộc,R80000344
6969,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Sơn Trạch,R80000351
6970,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Thanh Trạch,R80000342
6971,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Thượng Trạch,R80000333
6972,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Trung Trạch,R80000329
6973,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Tân Trạch,R80000345
6974,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Tây Trạch,RVN159
6975,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Vạn Trạch,R80000346
6976,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Xuân Trạch,R80000330
6977,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Đại Trạch,R80000334
6978,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Đồng Trạch,R80199895
6979,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Đức Trạch,R80000336
6980,Tỉnh Quảng Bình,Huyện Lệ Thủy,Thị Trấn Kiến Giang,R80000387
6981,Tỉnh Quảng Bình,Huyện Lệ Thủy,Thị Trấn Nông Trường Lệ Ninh,R80000388
6982,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã An Thủy,R80000392
6983,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Cam Thủy,R80000373
6984,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Dương Thủy,R80000374
6985,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Hoa Thủy,R80000368
6986,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Hưng Thủy,R80314260
6987,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Hồng Thủy,R80000379
6988,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Kim Thủy,R80000393
6989,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Liên Thủy,R80000381
6990,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Lâm Thủy,R80000380
6991,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Lộc Thủy,R80000369
6992,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Mai Thủy,R80000370
6993,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Mỹ Thủy,R80000371
6994,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Ngân Thủy,R80000385
6995,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Ngư Thủy,RVN44
6996,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Ngư Thủy Bắc,R80000378
6997,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Ngư Thủy Nam,R80000390
6998,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Ngư Thủy Trung,R80000386
6999,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Phong Thủy,R80000375
7000,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Phú Thủy,R80000376
7001,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Sen Thủy,R80000391
7002,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Sơn Thủy,R80000382
7003,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Thanh Thủy,R80000389
7004,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Thái Thủy,R80000377
7005,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Trường Thủy,R80000383
7006,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Tân Thủy,R80000384
7007,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Văn Thủy,R80000394
7008,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Xuân Thủy,R80000372
7009,Tỉnh Quảng Bình,Huyện Minh Hóa,Thị Trấn Quy Đạt,R80000423
7010,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Dân Hóa,R80000417
7011,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Hóa Hợp,R80000421
7012,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Hóa Phúc,R80000422
7013,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Hóa Sơn,R80000411
7014,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Hóa Thanh,R80000412
7015,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Hóa Tiến,R80000424
7016,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Hồng Hóa,R80000413
7017,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Minh Hóa,R80000425
7018,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Thượng Hóa,R80000419
7019,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Trung Hóa,R80000414
7020,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Trọng Hóa,R80000420
7021,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Tân Hóa,R80000426
7022,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Xuân Hóa,R80000415
7023,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Yên Hóa,R80000416
7024,Tỉnh Quảng Bình,Huyện Quảng Ninh,Thị Trấn Quán Hàu,R80000355
7025,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã An Ninh,R80000357
7026,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Duy Ninh,R80000353
7027,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Gia Ninh,R80000360
7028,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Hiền Ninh,R80000361
7029,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Hàm Ninh,R80000365
7030,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Hải Ninh,R80000354
7031,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Lương Ninh,R80000362
7032,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Trường Sơn,R80000367
7033,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Trường Xuân,R80000359
7034,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Tân Ninh,R80000358
7035,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Võ Ninh,R80000366
7036,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Vĩnh Ninh,R80000364
7037,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Vạn Ninh,R80000363
7038,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Xuân Ninh,R80000356
7039,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Cảnh Dương,R80000292
7040,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Cảnh Hóa,R80000315
7041,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Liên Trường,RVN155
7042,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Phù Hóa,R80000321
7043,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Châu,R80000309
7044,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Hưng,R80000300
7045,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Hợp,R80000299
7046,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Kim,R80000296
7047,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Liên,R80000317
7048,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Lưu,R80000306
7049,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Phú,R80000293
7050,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Phương,R80000303
7051,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Thanh,R80000297
7052,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Thạch,R80000325
7053,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Tiến,R80000294
7054,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Trường,R80000318
7055,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Tùng,R80000319
7056,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Xuân,R80000308
7057,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Đông,R80000322
7058,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Thị Trấn Đồng Lê,R80000433
7059,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Cao Quảng,R80000429
7060,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Châu Hóa,R80000445
7061,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Hương Hóa,R80000430
7062,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Kim Hóa,R80000441
7063,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Lâm Hóa,R80000440
7064,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Lê Hóa,R80000442
7065,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Mai Hóa,R80000427
7066,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Ngư Hóa,R80000434
7067,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Phong Hóa,R80000431
7068,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Sơn Hóa,R80000435
7069,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Thanh Hóa,R80000432
7070,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Thanh Thạch,R80000437
7071,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Thuận Hóa,R80000444
7072,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Thạch Hóa,R80000436
7073,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Tiến Hóa,R80000438
7074,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Văn Hóa,R80000428
7075,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Đồng Hóa,R80000439
7076,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Đức Hóa,R80000446
7077,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Phường Bắc Lý,R80000401
7078,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Phường Bắc Nghĩa,R80000406
7079,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Phường Hải Thành,R80000403
7080,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Phường Hải Đình,R80000409
7081,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Phường Nam Lý,R80000399
7082,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Phường Phú Hải,R80000396
7083,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Phường Đồng Hải,RVN134
7084,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Phường Đồng Mỹ,R80000402
7085,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Phường Đồng Phú,R80000395
7086,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Phường Đồng Sơn,R80000398
7087,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Phường Đức Ninh Đông,R80000408
7088,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Xã Bảo Ninh,R80000397
7089,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Xã Lộc Ninh,R80000404
7090,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Xã Nghĩa Ninh,R80000405
7091,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Xã Quang Phú,R80000400
7092,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Xã Thuận Đức,R80000410
7093,Tỉnh Quảng Bình,Thành Phố Đồng Hới,Xã Đức Ninh,R80000407
7094,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Phường Ba Đồn,R80314183
7095,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Phường Quảng Long,R80314181
7096,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Phường Quảng Phong,R80314185
7097,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Phường Quảng Phúc,R80314182
7098,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Phường Quảng Thuận,R80314184
7099,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Phường Quảng Thọ,R80314186
7100,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Xã Quảng Hòa,R80314147
7101,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Xã Quảng Hải,R80314146
7102,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Xã Quảng Lộc,R80314155
7103,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Xã Quảng Minh,R80314150
7104,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Xã Quảng Sơn,R80314149
7105,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Xã Quảng Thủy,R80314153
7106,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Xã Quảng Tiên,R80314148
7107,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Xã Quảng Trung,R80314152
7108,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Xã Quảng Tân,R80314151
7109,Tỉnh Quảng Bình,Thị Xã Ba Đồn,Xã Quảng Văn,R80314154
7110,Tỉnh Quảng Nam,Huyện Bắc Trà My,Thị Trấn Trà My,R80007543
7111,Tỉnh Quảng Nam,Huyện Bắc Trà My,Xã Trà Bui,R80007552
7112,Tỉnh Quảng Nam,Huyện Bắc Trà My,Xã Trà Dương,R80007546
7113,Tỉnh Quảng Nam,Huyện Bắc Trà My,Xã Trà Giang,R80007547
7114,Tỉnh Quảng Nam,Huyện Bắc Trà My,Xã Trà Giác,R80007554
7115,Tỉnh Quảng Nam,Huyện Bắc Trà My,Xã Trà Giáp,R80007548
7116,Tỉnh Quảng Nam,Huyện Bắc Trà My,Xã Trà Ka,R80007549
7117,Tỉnh Quảng Nam,Huyện Bắc Trà My,Xã Trà Kót,R80007550
7118,Tỉnh Quảng Nam,Huyện Bắc Trà My,Xã Trà Nú,R80007555
7119,Tỉnh Quảng Nam,Huyện Bắc Trà My,Xã Trà Sơn,R80007544
7120,Tỉnh Quảng Nam,Huyện Bắc Trà My,Xã Trà Tân,R80007551
7121,Tỉnh Quảng Nam,Huyện Bắc Trà My,Xã Trà Đông,R80007553
7122,Tỉnh Quảng Nam,Huyện Bắc Trà My,Xã Trà Đốc,R80007545
7123,Tỉnh Quảng Nam,Huyện Duy Xuyên,Thị Trấn Nam Phước,R80007714
7124,Tỉnh Quảng Nam,Huyện Duy Xuyên,Xã Duy Châu,R80007710
7125,Tỉnh Quảng Nam,Huyện Duy Xuyên,Xã Duy Hòa,R80007705
7126,Tỉnh Quảng Nam,Huyện Duy Xuyên,Xã Duy Hải,R80007715
7127,Tỉnh Quảng Nam,Huyện Duy Xuyên,Xã Duy Nghĩa,R80007711
7128,Tỉnh Quảng Nam,Huyện Duy Xuyên,Xã Duy Phú,R80007716
7129,Tỉnh Quảng Nam,Huyện Duy Xuyên,Xã Duy Phước,R80007706
7130,Tỉnh Quảng Nam,Huyện Duy Xuyên,Xã Duy Sơn,R80007712
7131,Tỉnh Quảng Nam,Huyện Duy Xuyên,Xã Duy Thu,R80007718
7132,Tỉnh Quảng Nam,Huyện Duy Xuyên,Xã Duy Thành,R80007707
7133,Tỉnh Quảng Nam,Huyện Duy Xuyên,Xã Duy Trinh,R80007708
7134,Tỉnh Quảng Nam,Huyện Duy Xuyên,Xã Duy Trung,R80007713
7135,Tỉnh Quảng Nam,Huyện Duy Xuyên,Xã Duy Tân,R80007717
7136,Tỉnh Quảng Nam,Huyện Duy Xuyên,Xã Duy Vinh,R80007709
7137,Tỉnh Quảng Nam,Huyện Hiệp Đức,Thị Trấn Tân An,R80007613
7138,Tỉnh Quảng Nam,Huyện Hiệp Đức,Thị Trấn Tân Bình,RVN104
7139,Tỉnh Quảng Nam,Huyện Hiệp Đức,Xã Bình Lâm,R80007607
7140,Tỉnh Quảng Nam,Huyện Hiệp Đức,Xã Bình Sơn,R80007608
7141,Tỉnh Quảng Nam,Huyện Hiệp Đức,Xã Hiệp Hòa,R80007609
7142,Tỉnh Quảng Nam,Huyện Hiệp Đức,Xã Hiệp Thuận,R80007610
7143,Tỉnh Quảng Nam,Huyện Hiệp Đức,Xã Phước Gia,R80007611
7144,Tỉnh Quảng Nam,Huyện Hiệp Đức,Xã Phước Trà,R80007612
